test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,n_test_trials,n_test_samples,channel
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,8.38953319989039,6.501242221478597,0.2377749583231389,0.047875031203765905,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,C5
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.086956134731057,7.952482045456284,0.16294621890550293,0.021159314024480458,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,C1
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.645082998622787,8.416736141287974,0.2880300405528531,0.034316708043480415,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,Cz
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.133966312174405,7.99968352169819,0.3997813129437442,0.06320940513211404,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,C2
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.598141564119963,7.515921155631193,0.5168323688441065,0.11606571760478712,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,C6
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.351950776786046,7.339390577967444,0.14124293343268712,0.017864762174000126,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,CP3
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.856416417841631,7.7640017761405415,0.12909973330579602,0.011670531712044685,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,CP1
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,10.156397729719577,8.017201254554818,0.459605407532254,0.028004958856050255,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,CPz
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.9333073476714,7.83425854449386,0.4485671053247447,0.05226776263083577,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,CP2
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.741669120309737,7.673110765805213,0.4516904564210525,0.07997233861633168,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,CP4
